Name,Overall,Value,Role,Starter_Ref,Position,Meta_BackupName,Meta_Club,Meta_Value,Meta_Discount,Meta_Gap,Meta_Similarity,Attribute,Rating,Path_ID
N. Kanté,89,63000000.0,Starter,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,Dribbling,79.0,3
Lucas Leiva,83,17500000.0,Backup,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,Dribbling,77.0,3
N. Kanté,89,63000000.0,Starter,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,StandingTackle,91.0,4
Lucas Leiva,83,17500000.0,Backup,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,StandingTackle,82.0,4
N. Kanté,89,63000000.0,Starter,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,Strength,76.0,5
Lucas Leiva,83,17500000.0,Backup,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,Strength,67.0,5
N. Kanté,89,63000000.0,Starter,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,SprintSpeed,78.0,6
Lucas Leiva,83,17500000.0,Backup,N. Kanté,LDM,Lucas Leiva,Lazio,17500000.0,72.0,-6,25.7,SprintSpeed,67.0,6
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,SprintSpeed,72.0,0
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,SprintSpeed,67.0,0
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,Finishing,94.0,1
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,Finishing,83.0,1
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,ShortPassing,80.0,2
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,ShortPassing,84.0,2
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,Dribbling,80.0,3
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,Dribbling,82.0,3
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,StandingTackle,36.0,4
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,StandingTackle,38.0,4
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,Strength,84.0,5
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,Strength,72.0,5
H. Kane,89,83500000.0,Starter,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,SprintSpeed,72.0,6
M. Kruse,82,21500000.0,Backup,H. Kane,ST,M. Kruse,SV Werder Bremen,21500000.0,74.0,-7,36.1,SprintSpeed,67.0,6
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,SprintSpeed,85.0,0
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,SprintSpeed,77.0,0
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,Finishing,90.0,1
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,Finishing,87.0,1
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,ShortPassing,83.0,2
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,ShortPassing,86.0,2
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,Dribbling,88.0,3
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,Dribbling,87.0,3
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,StandingTackle,47.0,4
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,StandingTackle,64.0,4
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,Strength,62.0,5
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,Strength,74.0,5
A. Griezmann,89,78000000.0,Starter,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,SprintSpeed,85.0,6
Roberto Firmino,86,53000000.0,Backup,A. Griezmann,CAM,Roberto Firmino,Liverpool,53000000.0,32.0,-3,34.2,SprintSpeed,77.0,6
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,SprintSpeed,50.0,0
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,SprintSpeed,50.0,0
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,Finishing,14.0,1
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,Finishing,11.0,1
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,ShortPassing,36.0,2
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,ShortPassing,33.0,2
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,Dribbling,17.0,3
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,Dribbling,12.0,3
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,StandingTackle,13.0,4
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,StandingTackle,12.0,4
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,Strength,79.0,5
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,Strength,76.0,5
M. ter Stegen,89,58000000.0,Starter,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,SprintSpeed,50.0,6
S. Ruffier,84,19000000.0,Backup,M. ter Stegen,GK,S. Ruffier,AS Saint-Étienne,19000000.0,67.0,-5,45.0,SprintSpeed,50.0,6
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,SprintSpeed,52.0,0
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,SprintSpeed,49.0,0
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,Finishing,14.0,1
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,Finishing,15.0,1
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,ShortPassing,33.0,2
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,ShortPassing,36.0,2
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,Dribbling,13.0,3
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,Dribbling,19.0,3
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,StandingTackle,18.0,4
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,StandingTackle,14.0,4
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,Strength,70.0,5
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,Strength,63.0,5
T. Courtois,89,53500000.0,Starter,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,SprintSpeed,52.0,6
Neto,83,21000000.0,Backup,T. Courtois,GK,Neto,Valencia CF,21000000.0,61.0,-6,54.7,SprintSpeed,49.0,6
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,SprintSpeed,52.0,0
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,SprintSpeed,53.0,0
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,Finishing,67.0,1
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,Finishing,52.0,1
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,ShortPassing,89.0,2
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,ShortPassing,84.0,2
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,Dribbling,80.0,3
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,Dribbling,80.0,3
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,StandingTackle,86.0,4
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,StandingTackle,85.0,4
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,Strength,77.0,5
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,Strength,90.0,5
Sergio Busquets,89,51500000.0,Starter,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,SprintSpeed,52.0,6
William Carvalho,84,31500000.0,Backup,Sergio Busquets,CDM,William Carvalho,Real Betis,31500000.0,39.0,-5,33.4,SprintSpeed,53.0,6
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,SprintSpeed,76.0,0
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,SprintSpeed,83.0,0
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,Finishing,89.0,1
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,Finishing,78.0,1
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,ShortPassing,78.0,2
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,ShortPassing,78.0,2
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,Dribbling,80.0,3
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,Dribbling,84.0,3
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,StandingTackle,45.0,4
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,StandingTackle,48.0,4
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,Strength,78.0,5
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,Strength,84.0,5
E. Cavani,89,60000000.0,Starter,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,SprintSpeed,76.0,6
M. Arnautović,82,22000000.0,Backup,E. Cavani,LS,M. Arnautović,West Ham United,22000000.0,63.0,-7,26.6,SprintSpeed,83.0,6
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,SprintSpeed,60.0,0
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,SprintSpeed,44.0,0
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,Finishing,13.0,1
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,Finishing,19.0,1
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,ShortPassing,55.0,2
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,ShortPassing,55.0,2
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,Dribbling,30.0,3
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,Dribbling,14.0,3
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,StandingTackle,10.0,4
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,StandingTackle,20.0,4
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,Strength,80.0,5
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,Strength,70.0,5
M. Neuer,89,38000000.0,Starter,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,SprintSpeed,60.0,6
J. Pickford,83,25000000.0,Backup,M. Neuer,GK,J. Pickford,Everton,25000000.0,34.0,-6,38.8,SprintSpeed,44.0,6
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,SprintSpeed,80.0,0
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,SprintSpeed,78.0,0
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,Finishing,93.0,1
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,Finishing,88.0,1
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,ShortPassing,81.0,2
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,ShortPassing,79.0,2
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,Dribbling,89.0,3
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,Dribbling,86.0,3
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,StandingTackle,20.0,4
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,StandingTackle,21.0,4
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,Strength,73.0,5
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,Strength,60.0,5
S. Agüero,89,64500000.0,Starter,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,SprintSpeed,80.0,6
Iago Aspas,84,30000000.0,Backup,S. Agüero,ST,Iago Aspas,RC Celta,30000000.0,53.0,-5,44.0,SprintSpeed,78.0,6
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,SprintSpeed,75.0,0
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,SprintSpeed,59.0,0
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,Finishing,33.0,1
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,Finishing,37.0,1
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,ShortPassing,59.0,2
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,ShortPassing,74.0,2
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,Dribbling,58.0,3
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,Dribbling,53.0,3
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,StandingTackle,93.0,4
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,StandingTackle,84.0,4
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,Strength,89.0,5
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,Strength,87.0,5
G. Chiellini,89,27000000.0,Starter,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,SprintSpeed,75.0,6
Víctor Ruiz,82,19500000.0,Backup,G. Chiellini,LCB,Víctor Ruiz,Villarreal CF,19500000.0,28.0,-7,22.9,SprintSpeed,59.0,6
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,SprintSpeed,96.0,0
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,SprintSpeed,80.0,0
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,Finishing,88.0,1
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,Finishing,81.0,1
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,ShortPassing,82.0,2
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,ShortPassing,83.0,2
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,Dribbling,90.0,3
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,Dribbling,85.0,3
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,StandingTackle,34.0,4
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,StandingTackle,29.0,4
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,Strength,71.0,5
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,Strength,66.0,5
K. Mbappé,88,81000000.0,Starter,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,SprintSpeed,96.0,6
F. Thauvin,84,39000000.0,Backup,K. Mbappé,RM,F. Thauvin,Olympique de Marseille,39000000.0,52.0,-4,48.0,SprintSpeed,80.0,6
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,SprintSpeed,91.0,0
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,SprintSpeed,82.0,0
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,Finishing,90.0,1
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,Finishing,79.0,1
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,ShortPassing,82.0,2
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,ShortPassing,81.0,2
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,Dribbling,89.0,3
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,Dribbling,87.0,3
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,StandingTackle,43.0,4
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,StandingTackle,49.0,4
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,Strength,70.0,5
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,Strength,62.0,5
M. Salah,88,69500000.0,Starter,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,SprintSpeed,91.0,6
Marlos,82,21000000.0,Backup,M. Salah,RM,Marlos,Shakhtar Donetsk,21000000.0,70.0,-6,41.1,SprintSpeed,82.0,6
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,SprintSpeed,65.0,0
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,SprintSpeed,61.0,0
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,Finishing,59.0,1
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,Finishing,61.0,1
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,ShortPassing,85.0,2
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,ShortPassing,77.0,2
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,Dribbling,69.0,3
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,Dribbling,68.0,3
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,StandingTackle,90.0,4
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,StandingTackle,85.0,4
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,Strength,89.0,5
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,Strength,92.0,5
Casemiro,88,59500000.0,Starter,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,SprintSpeed,65.0,6
V. Wanyama,80,14500000.0,Backup,Casemiro,CDM,V. Wanyama,Tottenham Hotspur,14500000.0,76.0,-8,35.0,SprintSpeed,61.0,6
J. Rodríguez,88,69500000.0,Starter,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,SprintSpeed,67.0,0
D. Tadić,81,17500000.0,Backup,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,SprintSpeed,68.0,0
J. Rodríguez,88,69500000.0,Starter,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,Finishing,83.0,1
D. Tadić,81,17500000.0,Backup,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,Finishing,74.0,1
J. Rodríguez,88,69500000.0,Starter,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,ShortPassing,89.0,2
D. Tadić,81,17500000.0,Backup,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,ShortPassing,81.0,2
J. Rodríguez,88,69500000.0,Starter,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,Dribbling,85.0,3
D. Tadić,81,17500000.0,Backup,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,Dribbling,85.0,3
J. Rodríguez,88,69500000.0,Starter,J. Rodríguez,LAM,D. Tadić,Ajax,17500000.0,75.0,-7,16.1,StandingTackle,41.0,4
